SiteID,StudyID,Adjusted ESP with Coil (IWC),Furnace Fan Est. Airflow (CFM),Adjusted ESP with Coil (IWC) - All values,Furnace Fan Est. Airflow (CFM) All Values,Calculated alpha,Report ,Household Type,ESP Includes COIL,ESP Includes FILTER,Test Mode,Static Pressure (pascal),Static Pressure (in w. c.),Area (Sqft),Heated Floor Area (sqft),Heating Equipment Type,Cooling Equipment Type,State/Location,Comment,Air Handler Flow (CFM),Air Handler Flow (in w.c.),Pre-Retrofit (in w.c.),Post-Retrofit (in w.c.),Equipment Airflow Check (CFM),Capacity (Btu/hr),Total CFM,Filter pressure drop (Pa),Filter pressure drop (in w.c.),AC coil pressure drop (in w.c.),Supply plenum pressure wrt basement,ESP Post Coil (Pa),ESP Post Coil (in w.c.),a = P/Q2,AC tonnage,Furnace Location,"Location 1=attic, 2=basement, 3=closet, 4=outside, 5=garage",HOUSE_AGE,Construction,DUCTWORK_NEW,FURNACE_INSTALLED_WAC,FIRSTTIME_AC,DUCT_NUM_ZONES,DUCT_PERC_RIGIDMETAL,CITY,STATE,ZIP,Air Handler Watts,Motor Type,Furnace Input Capacity - High Fire (Btu/hr),Furnace Output Capacity - High Fire (Btu/hr),Furnace Input Capacity - Low Fire (Btu/hr),Furnace Output Capacity - Low Fire (Btu/hr),Blower Hp,Heating Setpoint (deg F),Cooling Setpoint (deg F),Sup. press. filter in place (Pa),Sup. press. TF in place (Pa),Filter pressure drop - fan only (Pa),Filter pressure drop - fan-only (in w.c.),ESP Post Coil - fan only(Pa),ESP Post Coil - fan-only (in w.c.),Supp. Press. Filter and TF ,TF CFM
1,23,0.35,1858,0.35,1858,1.00E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,36,0.145,1858,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,0.60,1539,0.60,1539,2.55E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,100,0.402,1539,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,0.25,1260,0.25,1260,1.60E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,13,0.052,1260,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,0.37,1560,0.37,1560,1.51E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,41,0.165,1560,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,0.28,1188,0.28,1188,1.97E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,19,0.076,1188,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23,,1620,0.00,1620,0.00E+00,Baylon et al. 1995,Manufactured Home,NO,YES,,,,1620,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23,0.30,1540,0.30,1540,1.28E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,25,0.100,1540,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,23,0.71,1782,0.71,1782,2.23E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,126,0.506,1782,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,0.32,810,0.32,810,4.86E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,29,0.117,810,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,23,0.29,1296,0.29,1296,1.71E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,21.2,0.085,1296,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,0.31,1120,0.31,1120,2.44E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,1120,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23,,1156,0.00,1156,0.00E+00,Baylon et al. 1995,Manufactured Home,NO,YES,,,,1196,,Electric Furnace,,Northwest,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,23,0.40,1052,0.40,1052,3.57E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,48,0.193,1052,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,23,0.29,2200,0.29,2200,6.09E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,23,0.092,2200,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,23,0.38,1790,0.38,1790,1.18E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,44,0.177,1790,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,23,0.34,1188,0.34,1188,2.41E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,34.4,0.138,1188,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,23,,1290,0.00,1290,0.00E+00,Baylon et al. 1995,Manufactured Home,NO,YES,,,,906,,Electric Furnace,,Northwest,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,23,0.37,670,0.37,670,8.15E-07,Baylon et al. 1995,Manufactured Home,YES,YES,,91,0.366,670,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,23,,1387,0.00,1387,0.00E+00,Baylon et al. 1995,Manufactured Home,NO,YES,,,,1387,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,23,0.68,1242,0.68,1242,4.44E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,120,0.482,1242,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,23,0.30,1782,0.30,1782,9.47E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,24.5,0.098,1782,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,23,0.52,1525,0.52,1525,2.25E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,80,0.321,1525,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,23,0.45,863,0.45,863,6.08E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,62.3,0.250,863,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,23,0.31,960,0.31,960,3.42E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28,0.113,960,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,23,0.29,1188,0.29,1188,2.09E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,23,0.092,1188,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,23,0.29,1344,0.29,1344,1.59E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,1344,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,23,0.26,1540,0.26,1540,1.11E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,15,0.060,1540,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,23,0.38,1790,0.38,1790,1.17E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,43,0.173,1790,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,23,0.30,1845,0.30,1845,8.95E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,25.5,0.102,1845,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,23,0.32,1524,0.32,1524,1.39E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,30,0.121,1524,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,23,0.31,1232,0.31,1232,2.05E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,27,0.109,1232,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,23,0.29,840,0.29,840,4.06E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,840,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,23,0.63,924,0.63,924,7.36E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,106,0.426,924,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,23,0.35,1928,0.35,1928,9.55E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,38,0.153,1928,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,23,0.26,1680,0.26,1680,9.30E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,15,0.060,1680,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,23,0.65,853,0.65,853,8.96E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,112,0.450,853,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,23,0.31,889,0.31,889,3.88E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,889,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,23,0.28,1550,0.28,1550,1.15E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,18.5,0.074,1550,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,23,0.32,1600,0.32,1600,1.23E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28.3,0.114,1600,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,23,0.39,889,0.39,889,4.95E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,47,0.189,889,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,23,0.55,1026,0.55,1026,5.20E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,86,0.346,1026,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,23,0.38,1540,0.38,1540,1.60E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,44,0.177,1540,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,23,0.32,1782,0.32,1782,1.02E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,30,0.121,1782,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,23,0.30,1232,0.30,1232,1.99E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,25,0.100,1232,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,23,0.12,1525,0.12,1525,5.03E-08,Baylon et al. 1995,Manufactured Home,YES,YES,,29.1,0.117,1525,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,23,0.30,1836,0.30,1836,8.98E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,25,0.100,1836,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,23,0.38,884,0.38,884,4.82E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,43.5,0.175,884,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,23,0.68,1365,0.68,1365,3.63E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,118,0.474,1365,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,23,0.35,1494,0.35,1494,1.55E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,36,0.145,1494,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,23,0.31,1760,0.31,1760,1.02E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28,0.113,1760,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,23,0.20,1040,0.20,1040,1.89E-07,Baylon et al. 1995,Manufactured Home,YES,YES,,51,0.205,1040,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,23,0.30,1494,0.30,1494,1.36E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,25,0.100,1494,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,23,0.39,1296,0.39,1296,2.30E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,46,0.185,1296,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,23,0.31,1026,0.31,1026,2.91E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,1026,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,23,0.29,1782,0.29,1782,9.15E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,22,0.088,1782,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,23,0.42,1456,0.42,1456,1.98E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,54,0.217,1456,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,23,0.39,1344,0.39,1344,2.14E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,46,0.185,1344,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,23,0.26,1102,0.26,1102,2.13E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,14,0.056,1102,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,23,0.25,1694,0.25,1694,8.87E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,13,0.052,1694,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,23,0.26,1694,0.26,1694,8.98E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,13.8,0.055,1694,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,23,0.27,889,0.27,889,3.39E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,16.4,0.066,889,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,23,0.24,1176,0.24,1176,1.75E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,10,0.040,1176,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,23,0.29,988,0.29,988,2.96E-07,Baylon et al. 1995,Manufactured Home,YES,YES,,72,0.289,988,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,23,0.29,1352,0.29,1352,1.59E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,22,0.088,1352,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,23,0.56,732,0.56,732,1.05E-06,Baylon et al. 1995,Manufactured Home,NO,YES,,90,0.362,732,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,23,0.29,1704,0.29,1704,9.87E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,1782,,Electric Furnace,,Northwest,,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,23,0.33,891,0.33,891,4.12E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,31,0.125,891,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,23,0.33,1848,0.33,1848,9.80E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,33,0.133,1848,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,23,0.44,1499,0.44,1499,1.97E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,60,0.241,1499,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,23,0.31,969,0.31,969,3.27E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,2016,,Heat Pump,,Northwest,,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,23,0.30,1512,0.30,1512,1.32E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,25,0.100,1512,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,23,0.32,803,0.32,803,5.04E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,30.5,0.123,803,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,23,0.33,1029,0.33,1029,3.12E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,32,0.129,1029,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,23,0.27,1600,0.27,1600,1.06E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,17,0.068,1600,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,23,0.31,1269,0.31,1269,1.90E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,1269,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,23,0.31,1344,0.31,1344,1.70E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,26,0.104,1344,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,23,0.65,880,0.65,880,8.42E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,112,0.450,880,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,23,0.31,1778,0.31,1778,9.83E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,27,0.109,1778,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,23,0.31,1664,0.31,1664,1.14E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28,0.113,1664,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,23,0.31,1782,0.31,1782,9.78E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,27,0.109,1782,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,23,0.29,1712,0.29,1712,9.83E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,21.4,0.086,1712,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,23,0.26,1652,0.26,1652,9.62E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,15,0.060,1652,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,23,0.50,891,0.50,891,6.29E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,74,0.297,891,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,23,0.26,1721,0.26,1721,8.86E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,15,0.060,1721,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,23,0.45,1280,0.45,1280,2.73E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,61,0.245,1280,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,23,0.56,1120,0.56,1120,4.43E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,88,0.354,1120,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,23,0.38,1233,0.38,1233,2.52E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,45,0.181,1233,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,23,0.32,1134,0.32,1134,2.51E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,30,0.121,1134,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,23,0.35,1733,0.35,1733,1.18E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,38,0.153,1733,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,23,0.50,1080,0.50,1080,4.28E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,74,0.297,1080,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,23,0.29,1742,0.29,1742,9.44E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,1742,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,23,0.29,1528,0.29,1528,1.23E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,1528,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,23,0.27,2772,0.27,2772,3.52E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,17,0.068,2772,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,23,0.36,1404,0.36,1404,1.85E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,40.2,0.162,1404,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,23,0.33,1284,0.33,1284,1.98E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,31,0.125,1284,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,23,0.60,1664,0.60,1664,2.18E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,100,0.402,1664,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,23,0.29,1588,0.29,1588,1.17E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,22.9,0.092,1588,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,23,0.31,1540,0.31,1540,1.33E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28,0.113,1540,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,23,0.23,1437,0.23,1437,1.13E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,8,0.032,1437,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,23,1.09,967,1.09,967,1.16E-06,Baylon et al. 1995,Manufactured Home,NO,YES,,220,0.884,1535,,Electric Furnace,,Northwest,,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,23,,1196,0.00,1196,0.00E+00,Baylon et al. 1995,Manufactured Home,NO,YES,,,,960,,Electric Furnace,,Northwest,,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,23,0.29,1292,0.29,1292,1.72E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,21,0.084,1292,,Electric Furnace,,Northwest,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,23,0.26,2318,0.26,2318,4.81E-08,Baylon et al. 1995,Manufactured Home,NO,YES,,14,0.056,2318,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,23,0.31,1176,0.31,1176,2.28E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,28,0.113,1176,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,23,0.27,1425,0.27,1425,1.32E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,16.2,0.065,1077,,Electric Furnace,,Northwest,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,23,0.28,1680,0.28,1680,1.00E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,20,0.080,1680,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,23,0.50,1404,0.50,1404,2.53E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,74,0.297,1404,,Heat Pump,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,23,0.45,936,0.45,936,5.15E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,62,0.249,936,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,23,0.35,1672,0.35,1672,1.24E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,36,0.145,1672,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,23,0.28,1198,0.28,1198,1.94E-07,Baylon et al. 1995,Manufactured Home,NO,YES,,19,0.076,1198,,Electric Furnace,,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
